keyword,tanggal,username,name,tweet,total retweet,total like,url ID,location,source
indihome,2020-10-14 04:00:43,IndiHome,IndiHome,daklanjuti saskia tunggu segera konfirmasi selanjutnya terimakasih saskia 2 2,0,0,https://twitter.com/twitter/statuses/1316227408941309953,,IndiHomeDigitalMedia
indihome,2020-10-14 04:00:42,muhammadkhanda,Kingslayer ⚔,tolong lebih di tingkatkan lagi pelayanan nya yah jangan sampai menggangu kerjaan,0,0,https://twitter.com/twitter/statuses/1316227405564964871,Kota Sukabumi,Twitter for Android
indihome,2020-10-14 04:00:40,IndiHome,IndiHome,pagi sobat sebelumnya maaf atas kondisi jaringannya sehingga membuat kurang nyaman mengenai kendala pada jaringan nya silakan info untuk nomor internet dan nomor hp aktif via dm terlebih dahulu agar saskia bantu cek jaringan melalui sistem dan bantu tin 1 2,0,0,https://twitter.com/twitter/statuses/1316227398665342981,,IndiHomeDigitalMedia
indihome,2020-10-14 04:00:35,IndiHome,IndiHome,sobat perihal koneksinya mohon maaf ya jadi bikin tidak nyaman seperti ini kami tunggu nomor internetnya melalui dm kami ya guna dibantu cek melalui sistem terlebih dahulu chel,0,0,https://twitter.com/twitter/statuses/1316227375714111488,,IndiHomeDigitalMedia
indihome,2020-10-14 04:00:33,lovemazte,ira⁷ 𐤀,panggil aku baginda ratu,0,0,https://twitter.com/twitter/statuses/1316227367640031232,she/her | harshwords.,Twitter for Android
indihome,2020-10-14 04:00:24,IndiHome,IndiHome,selamat pagi kak pradikta berkenan menginformasikan nomor internet terdiri atas 12 digit angka dan diawali dengan angka 1 terlebih dahulu melalui dm ya kak agar sofia dapat bantu pengecekan dan penanganan lebih lanjut lagi terima kasih sofia,0,0,https://twitter.com/twitter/statuses/1316227330914672640,,IndiHomeDigitalMedia
indihome,2020-10-14 04:00:24,khaylilanaurab,𝓴𝓱𝓪𝔂𝓵𝓲𝓵𝓪𝓷𝓪𝓾𝓻𝓪,wifi ku lemot sekali,0,0,https://twitter.com/twitter/statuses/1316227330772090882,,Twitter for Android
indihome,2020-10-14 04:00:19,IndiHome,IndiHome,pagi kak kuro ada yang bisa dibantu perihal layanan indihome nya mohon bantu informasikan secara detail dan infokan juga nomor internet kakak ya melalui dm kami karena chel cek saat ini data kakak belum ada nih kami tunggu konfirmasinya ya kak chel,0,0,https://twitter.com/twitter/statuses/1316227308152254464,,IndiHomeDigitalMedia
indihome,2020-10-14 04:00:13,IndiHome,IndiHome,kak citra kendalanya disebabkan karena banyak pelanggan akses ke netflix secara bersamaan sehingga bandwith yang tersedia terkadang kurang saat ini telkom amp netflix terus berupaya untuk mengupgrade sistem agar bisa nyaman dinikmati terima kasih ristri,0,0,https://twitter.com/twitter/statuses/1316227285179981829,,IndiHomeDigitalMedia
indihome,2020-10-14 04:00:08,IndiHome,IndiHome,selamat pagi kak ryfansha saat ini dm nya sudah dibantu respon yaa silakan dicek kembali terima kasih yaya,0,0,https://twitter.com/twitter/statuses/1316227262522355714,,IndiHomeDigitalMedia
indihome,2020-10-14 04:00:07,typervyy__,𝓝𝓮𝓲🍑,bilang aku pacar doyoung,0,0,https://twitter.com/twitter/statuses/1316227258944638976,당신의 마음 어딘가에💕,Twitter Web App
indihome,2020-10-14 04:00:05,jeruksunkis,Yuno 🇮🇩,indihome lu emg bener bener banget dah gua mau streaming nct woi dari kemaren astagfirullah,0,0,https://twitter.com/twitter/statuses/1316227250031742976, out of nowhere,Twitter for Android
indihome,2020-10-14 03:59:58,stradivirous,𝕮𝖊𝖑𝖘 🦙,iyaa ih sebelll,0,0,https://twitter.com/twitter/statuses/1316227220713529345,Hogwarts,Twitter for iPhone
indihome,2020-10-14 03:59:58,IndiHome,IndiHome,selamat pagi kak iwey siap kak dengan senang hati kami follback sofia,0,0,https://twitter.com/twitter/statuses/1316227219073626113,,IndiHomeDigitalMedia
indihome,2020-10-14 03:59:52,IndiHome,IndiHome,kak waha terkait kendalanya bisa dibantu melalui kami permintaan refund uang jaminan nya bisa menginformasikan nomor rekening nama bank dan atas nama pemilik rekening via dm yuk kak kami bantu koordinasikan terima kasih lumi,0,0,https://twitter.com/twitter/statuses/1316227196529176576,,IndiHomeDigitalMedia
indihome,2020-10-14 03:59:48,blekdsgn,Sandy Nugraha,figma kalahnya sama indihome klo lg ngambek,0,0,https://twitter.com/twitter/statuses/1316227177508036608,Indonesia,Twitter for Android
indihome,2020-10-14 03:59:47,IndiHome,IndiHome,halo kak novence ada yang bisa miana bantu apakah ada pertanyaan seputar layanannya ditunggu konfirmasinya ya kak miana,0,0,https://twitter.com/twitter/statuses/1316227173900935168,,IndiHomeDigitalMedia
indihome,2020-10-14 03:59:44,IndiHome,IndiHome,at ditunggu yaa terima kasih yaya 3 3,0,0,https://twitter.com/twitter/statuses/1316227163222204416,,IndiHomeDigitalMedia
indihome,2020-10-14 03:59:42,IndiHome,IndiHome,ir minimal 1 bulan isolir dan maksimal 3 bulan isolir dan dalam 1 tahun maksimal 2x pengajuan isolir sementara yaa guna pengecekan lebih lanjut silakan informasikan nomor layanan atas nama layanan dan nomor hp aktif via dm agar menjaga privasi data sob 2 3,0,0,https://twitter.com/twitter/statuses/1316227152661020672,,IndiHomeDigitalMedia
indihome,2020-10-14 03:59:39,IndiHome,IndiHome,halo sobat guna interaksi lebih nyaman yaya panggil siapa nih bisa dong sobat yaya informasikan untuk syarat isolir sementara yaitu tidak ada tunggakan dan wajib lunas billing bulan berjalan layanan tidak dalam status isolir permintaan lama masa isol 1 3,0,0,https://twitter.com/twitter/statuses/1316227142133243905,,IndiHomeDigitalMedia
indihome,2020-10-14 03:59:37,IndiHome,IndiHome,11 n link internet wifi ont nyala 4 lalu coba koneksikan jika ont sudah mendapat catuan listrik dan koneksi masih belum bisa di akses hubungi kami kembali ya serta nomor hp aktifnya via dm terima kasih yazi 2 2,0,0,https://twitter.com/twitter/statuses/1316227131764994049,,IndiHomeDigitalMedia
